chrom	gene	longExonStart	longExonEnd	shortExonStart	shortExonEnd	strand
chr2	FAHD2CP	96010550	96010732	96010550	96010851	+
chr2	FER1L5	96686194	96686335	96686194	96686350	+
chr2	FER1L5	96686194	96686263	96686194	96686350	+
chr2	FER1L5	96690486	96690583	96690486	96690589	+
chr2	FER1L5	96686194	96686263	96686194	96686335	+
chr2	FER1L5	96687815	96687947	96687815	96687954	+
chr2	FER1L5	96687815	96687953	96687815	96687954	+
chr2	FER1L5	96694359	96694464	96694359	96694631	+
chr2	FER1L5	96651891	96652020	96651891	96652026	+
chr2	FER1L5	96687815	96687947	96687815	96687953	+
chr2	FER1L5	96694359	96694464	96694359	96694632	+
chr2	FER1L5	96694359	96694631	96694359	96694632	+
chr2	FER1L5	96668885	96668968	96668885	96669004	+
chr2	AC159540.2	97284877	97285007	97284877	97285523	+
chr2	AC159540.2	97283901	97284160	97283901	97284164	+
chr2	C2ORF92	97671330	97671481	97671330	97671499	+
chr2	C2ORF92	97674202	97674557	97674202	97674561	+
chr2	INPP4A	98555552	98555691	98555552	98555808	+
chr2	NPAS2	100925145	100925294	100925145	100925300	+
chr2	RPL31	101004157	101004283	101004157	101004361	+
chr2	MAP4K4	101867211	101867309	101867211	101867318	+
chr2	MAP4K4	101887087	101887237	101887087	101887261	+
chr2	LINC01127	101984583	101984704	101984583	101984937	+
chr2	IL1R1	102141770	102141918	102141770	102141999	+
chr2	IL1RL2	102187005	102187082	102187005	102187086	+
chr2	IL1RL1	102338836	102339022	102338836	102339047	+
chr2	LINC01965	104051881	104051977	104051881	104052373	+
chr2	AC068535.1	104406470	104406775	104406470	104406791	+
chr2	LINC01102	104505865	104505938	104505865	104506303	+
chr2	LINC01102	104505865	104506186	104505865	104506303	+
chr2	LINC01102	104505865	104505966	104505865	104506303	+
chr2	LINC01102	104505865	104505944	104505865	104506303	+
chr2	LINC01102	104505865	104505938	104505865	104506186	+
chr2	LINC01102	104505865	104505966	104505865	104506186	+
chr2	LINC01102	104505865	104505944	104505865	104506186	+
chr2	LINC01102	104505865	104505938	104505865	104505966	+
chr2	LINC01102	104505865	104505944	104505865	104505966	+
chr2	LINC01102	104505865	104505938	104505865	104505944	+
chr2	LINC01102	104506457	104506700	104506457	104506836	+
chr2	LINC01102	104518058	104518096	104518058	104518401	+
chr2	GCC2	108449190	108449280	108449190	108449289	+
chr2	CCDC138	108786756	108786804	108786756	108786915	+
chr2	AC013268.1	109936341	109936943	109936341	109938072	+
chr2	BCL2L11	111123732	111123869	111123732	111124139	+
chr2	MERTK	111929119	111929304	111929119	111929540	+
chr2	POLR1B	112564313	112564404	112564313	112564499	+
chr2	POLR1B	112542018	112542088	112542018	112542166	+
chr2	CHCHD5	112584239	112584486	112584239	112584649	+
chr2	PAX8-AS1	113250765	113250906	113250765	113250922	+
chr2	PAX8-AS1	113235791	113236613	113235791	113236622	+
chr2	PAX8-AS1	113255389	113255549	113255389	113259584	+
chr2	PAX8-AS1	113235791	113236613	113235791	113236622	+
chr2	WASH2P	113596380	113596578	113596380	113596582	+
chr2	RABL2A	113640019	113641450	113640019	113641480	+
chr2	INSIG2	118096417	118096426	118096417	118096800	+
chr2	DBI	119366920	119367060	119366920	119367090	+
chr2	DBI	119366920	119367060	119366920	119367090	+
chr2	DBI	119367080	119367463	119367080	119367528	+
chr2	DBI	119366923	119367090	119366923	119367214	+
chr2	DBI	119366923	119367090	119366923	119367463	+
chr2	TMEM177	119679166	119679225	119679166	119679617	+
chr2	TMEM177	119679166	119679276	119679166	119679617	+
chr2	TMEM177	119679166	119679225	119679166	119679276	+
chr2	PTPN4	119915178	119915242	119915178	119916690	+
chr2	NIFK-AS1	121649620	121649736	121649620	121650381	+
chr2	NIFK-AS1	121649319	121649911	121649319	121650381	+
chr2	NIFK-AS1	121649319	121649736	121649319	121649911	+
chr2	TSN	121755544	121755845	121755544	121755953	+
chr2	TSN	121755544	121755845	121755544	121755953	+
chr2	TSN	121757239	121757333	121757239	121757434	+
chr2	LINC01823	121790417	121790455	121790417	121790519	+
chr2	LINC01823	121790417	121790503	121790417	121790519	+
chr2	LINC01823	121790417	121790455	121790417	121790503	+
chr2	LINC01823	121791130	121791453	121791130	121791503	+
chr2	TEX51	126898863	126899087	126898863	126899117	+
chr2	TEX51	126898863	126899063	126898863	126899117	+
chr2	TEX51	126901209	126901278	126901209	126901282	+
chr2	TEX51	126898881	126899063	126898881	126899087	+
chr2	TEX51	126901209	126901278	126901209	126901282	+
chr2	MAP3K2-DT	127388183	127388311	127388183	127388384	+
chr2	AC010976.1	127455393	127455770	127455393	127455889	+
chr2	MYO7B	127619981	127620154	127619981	127620252	+
chr2	UGGT1	128091199	128091382	128091199	128091415	+
chr2	UGGT1	128091199	128091382	128091199	128091596	+
chr2	UGGT1	128091199	128091415	128091199	128091596	+
chr2	MZT2B	130181736	130181797	130181736	130181830	+
chr2	MZT2B	130182223	130182446	130182223	130182452	+
chr2	IMP4	130342876	130342935	130342876	130342962	+
chr2	IMP4	130346017	130346249	130346017	130346274	+
chr2	IMP4	130344628	130344712	130344628	130344725	+
chr2	AMER3	130755539	130755674	130755539	130755805	+
chr2	PLEKHB2	131132901	131132991	131132901	131133015	+
chr2	POTEE	131223595	131223710	131223595	131223740	+
chr2	LINC01120	131405212	131405360	131405212	131405447	+
chr2	LINC01120	131405212	131405360	131405212	131405447	+
chr2	CCDC74A	131527674	131528220	131527674	131528346	+
chr2	C2ORF27A	131682474	131682557	131682474	131682599	+
chr2	NCKAP5-AS2	133266194	133266296	133266194	133266436	+
chr2	CCNT2	134946100	134946146	134946100	134946465	+
chr2	CCNT2	134953229	134953268	134953229	134954379	+
chr2	CCNT2	134945786	134945975	134945786	134945982	+
chr2	R3HDM1	135641535	135641604	135641535	135641790	+
chr2	DARS-AS1	135993831	135993877	135993831	135993985	+
chr2	DARS-AS1	135993831	135993877	135993831	135993985	+
chr2	LINC02631	138601598	138602441	138601598	138602484	+
chr2	TEX41	145171997	145172088	145171997	145172131	+
chr2	TEX41	145113220	145113337	145113220	145113443	+
chr2	TEX41	145174886	145174992	145174886	145174996	+
chr2	TEX41	145116412	145116510	145116412	145116821	+
chr2	LINC01911	146837726	146838046	146837726	146838205	+
chr2	LINC01911	146837726	146838046	146837726	146838205	+
chr2	MBD5	148489385	148489500	148489385	148490594	+
chr2	MBD5	148483109	148483436	148483109	148484135	+
chr2	MBD5	148489385	148490594	148489385	148490787	+
chr2	MBD5	148489385	148489500	148489385	148490787	+
chr2	KIF5C	148978374	148978550	148978374	148978741	+
chr2	MMADHC-DT	149587195	149587850	149587195	149587873	+
chr2	MMADHC-DT	149587672	149587873	149587672	149588470	+
chr2	LINC02612	150628855	150629121	150628855	150629582	+
chr2	LINC02612	150628855	150629121	150628855	150629582	+
chr2	RIF1	151409882	151409939	151409882	151410033	+
chr2	RIF1	151409882	151410033	151409882	151410527	+
chr2	GALNT13	153871921	153872176	153871921	153872303	+
chr2	MARCHF7	159712456	159712606	159712456	159712661	+
chr2	TANK	161160298	161160484	161160298	161160486	+
chr2	TANK	161160298	161160484	161160298	161160486	+
chr2	TANK	161232732	161232809	161232732	161232897	+
chr2	PSMD14	161308424	161308604	161308424	161308786	+
chr2	GCA	162318883	162319225	162318883	162319239	+
chr2	AC019197.1	164959254	164959329	164959254	164959360	+
chr2	SCN2A	165295772	165296090	165295772	165296302	+
chr2	SCN2A	165326851	165326984	165326851	165328538	+
chr2	SCN2A	165295772	165296090	165295772	165296892	+
chr2	SCN2A	165295772	165296302	165295772	165296892	+
chr2	SCN1A-AS1	166015612	166015729	166015612	166016650	+
chr2	SCN1A-AS1	166248194	166248276	166248194	166249384	+
chr2	PPIG	169636091	169636162	169636091	169636228	+
chr2	PPIG	169584341	169584490	169584341	169584497	+
chr2	PHOSPHO2	169694453	169694622	169694453	169694741	+
chr2	UBR3	170006989	170007190	170006989	170007202	+
chr2	AC007405.3	170770367	170770534	170770367	170770679	+
chr2	AC007405.3	170771026	170771187	170771026	170771427	+
chr2	GAD1	170816561	170817048	170816561	170817052	+
chr2	GORASP2	170948349	170948380	170948349	170948430	+
chr2	DCAF17	171434216	171434270	171434216	171434703	+
chr2	SCRN3	174395729	174395817	174395729	174396293	+
chr2	SCRN3	174395751	174395989	174395751	174396293	+
chr2	SCRN3	174395751	174396231	174395751	174396293	+
chr2	SCRN3	174395729	174395817	174395729	174395989	+
chr2	SCRN3	174395729	174395817	174395729	174396293	+
chr2	SCRN3	174395729	174395817	174395729	174396231	+
chr2	SCRN3	174395791	174395989	174395791	174396231	+
chr2	AC010894.1	174487379	174487529	174487379	174487827	+
chr2	AC010894.1	174487388	174487658	174487388	174487827	+
chr2	AC010894.1	174487379	174487529	174487379	174487658	+
chr2	HOXD12	176099794	176100375	176099794	176100403	+
chr2	LINC01117	176637709	176638007	176637709	176638008	+
chr2	HNRNPA3	177212562	177212805	177212562	177212871	+
chr2	HNRNPA3	177219036	177219156	177219036	177219159	+
chr2	HNRNPA3	177219246	177219314	177219246	177221976	+
chr2	CHROMR	178426365	178426505	178426365	178426661	+
chr2	CHROMR	178426365	178426661	178426365	178426680	+
chr2	CHROMR	178426365	178426661	178426365	178426680	+
chr2	CHROMR	178426365	178426505	178426365	178426680	+
chr2	CHROMR	178426365	178426661	178426365	178426703	+
chr2	CHROMR	178426365	178426505	178426365	178426703	+
chr2	CHROMR	178426365	178426680	178426365	178426703	+
chr2	PJVK	178460347	178460420	178460347	178460446	+
chr2	PJVK	178451345	178451769	178451345	178451870	+
chr2	TTN-AS1	178583523	178583648	178583523	178583921	+
chr2	TTN-AS1	178774226	178774515	178774226	178778755	+
chr2	TTN-AS1	178760939	178761014	178760939	178761026	+
chr2	TTN-AS1	178528610	178528813	178528610	178529336	+
chr2	TTN-AS1	178537360	178537447	178537360	178537530	+
chr2	TTN-AS1	178538697	178539890	178538697	178539978	+
chr2	UBE2E3	180980372	180980459	180980372	180980546	+
chr2	UBE2E3	180981035	180981385	180981035	180981477	+
chr2	LINC01934	181226470	181226535	181226470	181226539	+
chr2	ITPRID2	181920596	181920650	181920596	181920662	+
chr2	ITPRID2	181928160	181928199	181928160	181928278	+
chr2	ITPRID2	181915215	181916427	181915215	181917005	+
chr2	PPP1R1C	182117206	182117301	182117206	182117468	+
chr2	ZC3H15	186502495	186502552	186502495	186502587	+
chr2	GULP1	188291668	188292166	188291668	188292219	+
chr2	ASNSD1	189666040	189666153	189666040	189667596	+
chr2	OSGEPL1-AS1	189762703	189762932	189762703	189762992	+
chr2	PMS1	189863742	189863974	189863742	189864228	+
chr2	PMS1	189784488	189784564	189784488	189784770	+
chr2	PMS1	189784084	189784593	189784084	189784770	+
chr2	PMS1	189857359	189857405	189857359	189857504	+
chr2	C2ORF88	190180481	190181109	190180481	190181409	+
chr2	C2ORF88	190180481	190181128	190180481	190181409	+
chr2	C2ORF88	190180862	190181109	190180862	190181128	+
chr2	INPP1	190343569	190343961	190343569	190344078	+
chr2	INPP1	190343917	190344074	190343917	190344078	+
chr2	INPP1	190343569	190343961	190343569	190344074	+
chr2	INPP1	190356516	190356617	190356516	190356808	+
chr2	MYO1B	191245275	191245611	191245275	191245626	+
chr2	NABP1	191684229	191684278	191684229	191684296	+
chr2	NABP1	191678067	191678241	191678067	191678705	+
chr2	NABP1	191678135	191678396	191678135	191678705	+
chr2	NABP1	191678067	191678241	191678067	191678396	+
chr2	AC098872.1	191792796	191792837	191792796	191792921	+
chr2	AC098872.1	191793274	191793459	191793274	191793559	+
chr2	CAVIN2-AS1	192031331	192031491	192031331	192031603	+
chr2	CAVIN2-AS1	192030337	192030680	192030337	192030707	+
chr2	CCDC150	196719278	196719584	196719278	196719666	+
chr2	MOB4	197535529	197535605	197535529	197535630	+
chr2	SPATS2L	200305880	200306160	200305880	200306292	+
chr2	SPATS2L	200472831	200472992	200472831	200473052	+
chr2	SPATS2L	200305892	200306292	200305892	200306601	+
chr2	SPATS2L	200305880	200306160	200305880	200306601	+
chr2	SPATS2L	200306150	200306418	200306150	200306601	+
chr2	SPATS2L	200305892	200306292	200305892	200306418	+
chr2	AOX3P	200731030	200731105	200731030	200731175	+
chr2	BZW1	200811545	200811727	200811545	200811946	+
chr2	BZW1	200811545	200811946	200811545	200811990	+
chr2	BZW1	200819981	200820018	200819981	200820120	+
chr2	NIF3L1	200889326	200889391	200889326	200889652	+
chr2	CASP8	201233442	201233554	201233442	201233622	+
chr2	CASP8	201258035	201258154	201258035	201258382	+
chr2	CDK15	201806374	201806547	201806374	201806787	+
chr2	KIAA2012	202105760	202105910	202105760	202106015	+
chr2	CARF	202912274	202913102	202912274	202913114	+
chr2	CARF	202912213	202912324	202912213	202913102	+
chr2	NBEAL1	203016155	203016427	203016155	203016435	+
chr2	CTLA4	203870585	203870648	203870585	203870933	+
chr2	PARD3B	204545474	204546119	204545474	204546171	+
chr2	NRP2	205766782	205766803	205766782	205766818	+
chr2	NRP2	205682500	205682578	205682500	205682905	+
chr2	NRP2	205766782	205766803	205766782	205766818	+
chr2	EEF1B2	206159637	206160018	206159637	206160059	+
chr2	ZDBF2	206274992	206275079	206274992	206275180	+
chr2	FASTKD2	206765356	206765518	206765356	206765654	+
chr2	FASTKD2	206765356	206765654	206765356	206765762	+
chr2	FASTKD2	206765605	206765747	206765605	206765762	+
chr2	FASTKD2	206765356	206765654	206765356	206765747	+
chr2	CREB1	207529736	207530018	207529736	207530134	+
chr2	IDH1-AS1	208255246	208255431	208255246	208255622	+
chr2	MAP2	209579314	209579438	209579314	209579755	+
chr2	UNC80	209825906	209826038	209825906	209826053	+
chr2	UNC80	209839221	209839430	209839221	209839436	+
chr2	RPE	210002564	210002772	210002564	210002783	+
chr2	RPE	210003437	210003457	210003437	210003468	+
chr2	CPS1	210519550	210519670	210519550	210519784	+
chr2	LINC01878	212816922	212817007	212816922	212817250	+
chr2	SPAG16	213296039	213296110	213296039	213296128	+
chr2	AC072062.1	215029056	215029379	215029056	215029384	+
chr2	ATIC	215311955	215312161	215311955	215312390	+
chr2	ATIC	215312071	215312343	215312071	215312390	+
chr2	ATIC	215311955	215312161	215311955	215312343	+
chr2	AC012462.1	215453687	215453725	215453687	215453833	+
chr2	TMEM169	216081865	216081973	216081865	216081975	+
chr2	TMEM169	216081865	216081973	216081865	216082232	+
chr2	TMEM169	216081894	216081975	216081894	216082232	+
chr2	TMEM169	216081865	216081979	216081865	216082232	+
chr2	TMEM169	216081865	216081973	216081865	216081979	+
chr2	TMEM169	216081865	216081975	216081865	216081979	+
chr2	SMARCAL1	216412413	216412603	216412413	216412648	+
chr2	SMARCAL1	216412413	216412603	216412413	216412734	+
chr2	SMARCAL1	216412483	216412648	216412483	216412734	+
chr2	SMARCAL1	216412509	216412717	216412509	216412734	+
chr2	SMARCAL1	216412413	216412603	216412413	216412717	+
chr2	SMARCAL1	216412483	216412648	216412483	216412717	+
chr2	SMARCAL1	216412742	216412798	216412742	216412936	+
chr2	RPL37A	216499085	216499151	216499085	216499180	+
chr2	RUFY4	218073815	218073885	218073815	218073945	+
chr2	CXCR2	218125680	218125710	218125680	218125781	+
chr2	ARPC2	218217140	218217254	218217140	218217544	+
chr2	SLC11A1	218382959	218383070	218382959	218383102	+
chr2	CTDSP1	218400586	218400897	218400586	218400953	+
chr2	VIL1	218425614	218425799	218425614	218425811	+
chr2	PLCD4	218615903	218615959	218615903	218616062	+
chr2	BCS1L	218661063	218661520	218661063	218661545	+
chr2	BCS1L	218660036	218660218	218660036	218660245	+
chr2	BCS1L	218660036	218660166	218660036	218660245	+
chr2	BCS1L	218660036	218660166	218660036	218660218	+
chr2	BCS1L	218659771	218660421	218659771	218660482	+
chr2	BCS1L	218659655	218659743	218659655	218659800	+
chr2	BCS1L	218659771	218660245	218659771	218660421	+
chr2	BCS1L	218659771	218660218	218659771	218660421	+
chr2	BCS1L	218659771	218660166	218659771	218660421	+
chr2	BCS1L	218659736	218659800	218659736	218660421	+
chr2	TTLL4	218752762	218752847	218752762	218752973	+
chr2	LINC00608	218976088	218976922	218976088	218977398	+
chr2	ZFAND2B	219207647	219207774	219207647	219207779	+
chr2	ANKZF1	219229884	219230350	219229884	219230405	+
chr2	ANKZF1	219229884	219230350	219229884	219230405	+
chr2	ANKZF1	219229782	219229900	219229782	219230350	+
chr2	ANKZF1	219229782	219229900	219229782	219229958	+
chr2	ANKZF1	219229782	219229900	219229782	219229980	+
chr2	ANKZF1	219229887	219229958	219229887	219229980	+
chr2	STK16	219245454	219245522	219245454	219245796	+
chr2	DNAJB2	219279341	219279449	219279341	219279518	+
chr2	DNAJB2	219279343	219279518	219279343	219279687	+
chr2	SPEG	219444824	219444984	219444824	219445161	+
chr2	SPEG	219443107	219443150	219443107	219443440	+
chr2	SPEG	219443107	219443150	219443107	219443440	+
chr2	GMPPA	219498883	219498938	219498883	219499254	+
chr2	GMPPA	219498900	219498971	219498900	219499254	+
chr2	GMPPA	219498883	219498938	219498883	219499254	+
chr2	GMPPA	219498883	219498938	219498883	219498971	+
chr2	STK11IP	219601234	219601440	219601234	219601554	+
chr2	STK11IP	219614475	219614546	219614475	219614871	+
chr2	CT75	222320673	222320829	222320673	222321264	+
chr2	CT75	222320693	222321008	222320693	222321264	+
chr2	MFF	227329605	227329659	227329605	227329783	+
chr2	MFF	227329605	227329697	227329605	227329783	+
chr2	MFF	227325150	227325427	227325150	227325542	+
chr2	MFF	227329605	227329659	227329605	227329697	+
chr2	MFF	227328677	227328789	227328677	227328899	+
chr2	MFF	227325260	227325542	227325260	227325660	+
chr2	AC009950.1	230172043	230172193	230172043	230172515	+
chr2	SP140	230244987	230245071	230244987	230245080	+
chr2	SP100	230467119	230467206	230467119	230467215	+
chr2	CAB39	230713547	230713802	230713547	230714058	+
chr2	ITM2C	230865247	230865386	230865247	230865403	+
chr2	SPATA3	230996120	230996256	230996120	230996534	+
chr2	C2ORF72	231037522	231037661	231037522	231038199	+
chr2	PSMD1	231062505	231062675	231062505	231062693	+
chr2	PTMA	231710426	231710584	231710426	231710676	+
chr2	CHRND	232528261	232528339	232528261	232528371	+
chr2	GIGYF2	232731121	232731234	232731121	232731258	+
chr2	GIGYF2	232768098	232768259	232768098	232768405	+
chr2	ATG16L1	233251570	233251940	233251570	233251942	+
chr2	MROH2A	233822362	233822556	233822362	233822571	+
chr2	MROH2A	233823555	233823664	233823555	233823682	+
chr2	TRPM8	233983052	233983224	233983052	233983351	+
chr2	SH3BP4	234978684	234978900	234978684	234978985	+
chr2	LRRFIP1	237771943	237772182	237771943	237772198	+
chr2	RBM44	237820174	237820286	237820174	237820351	+
chr2	SCLY	238060923	238061143	238060923	238061349	+
chr2	TRAF3IP1	238320440	238320785	238320440	238320813	+
chr2	HDAC4-AS1	239401747	239401880	239401747	239401892	+
chr2	HDAC4-AS1	239401747	239401880	239401747	239401969	+
chr2	HDAC4-AS1	239401761	239401892	239401761	239401969	+
chr2	CAPN10	240590814	240591000	240590814	240591011	+
chr2	PPP1R7	241158465	241158531	241158465	241158549	+
chr2	PPP1R7	241149575	241149708	241149575	241150547	+
chr2	SEPTIN2	241316421	241316550	241316421	241316555	+
chr2	SEPTIN2	241316002	241316540	241316002	241316555	+
chr2	ATG4B	241671311	241671405	241671311	241671425	+
chr2	ATG4B	241671311	241671425	241671311	241671441	+
chr2	ATG4B	241671311	241671405	241671311	241671441	+
chr2	ING5	241711376	241711488	241711376	241711584	+
chr2	D2HGDH	241748829	241748942	241748829	241749929	+
chr2	D2HGDH	241748864	241749399	241748864	241749929	+
chr2	D2HGDH	241748864	241749008	241748864	241749929	+
chr2	NEU4	241810931	241811454	241810931	241811461	+
chr2	NEU4	241813332	241813513	241813332	241813669	+
chr2	LINC01237	241881362	241881474	241881362	241881478	+
chr2	LINC01881	242130654	242130812	242130654	242130866	+
chr3	LINC01986	11744	11799	11744	12659	+
chr3	CNTN6	1092657	1093120	1092657	1093129	+
chr3	TRNT1	3140509	3140578	3140509	3140648	+
chr3	TRNT1	3146415	3146563	3146415	3146623	+
chr3	TRNT1	3126932	3126990	3126932	3127289	+
chr3	TRNT1	3126979	3127289	3126979	3128018	+
chr3	ITPR1	4674968	4675221	4674968	4675248	+
chr3	ITPR1	4814618	4814732	4814618	4814763	+
chr3	ARL8B	5170502	5170556	5170502	5170583	+
chr3	AC069277.1	6490724	6490942	6490724	6490946	+
chr3	AC069277.1	6490724	6490942	6490724	6490946	+
chr3	THUMPD3	9362970	9363332	9362970	9363525	+
chr3	THUMPD3	9362970	9363127	9362970	9363525	+
chr3	THUMPD3	9363050	9363127	9363050	9363332	+
chr3	THUMPD3	9362970	9363525	9362970	9363728	+
chr3	THUMPD3	9363051	9363332	9363051	9363728	+
chr3	THUMPD3	9363050	9363127	9363050	9363728	+
chr3	SETD5	9424466	9424526	9424466	9424539	+
chr3	MTMR14	9662266	9662285	9662266	9662375	+
chr3	BRPF1	9742024	9742153	9742024	9742171	+
chr3	BRPF1	9742320	9743253	9742320	9743471	+
chr3	ARPC4	9792494	9792705	9792494	9793124	+
chr3	ARPC4	9792557	9793124	9792557	9793174	+
chr3	TTLL3	9826996	9827072	9826996	9827240	+
chr3	TTLL3	9826996	9827148	9826996	9827240	+
chr3	ARPC4	9792557	9793124	9792557	9793181	+
chr3	ARPC4	9793095	9793174	9793095	9793181	+
chr3	TTLL3	9809699	9809764	9809699	9809922	+
chr3	TTLL3	9809699	9809848	9809699	9809922	+
chr3	TTLL3	9809699	9809871	9809699	9809922	+
chr3	TTLL3	9809720	9809764	9809720	9809848	+
chr3	TTLL3	9809720	9809764	9809720	9809871	+
chr3	TTLL3	9809739	9809848	9809739	9809871	+
chr3	TTLL3	9833103	9833245	9833103	9833273	+
chr3	TTLL3	9826996	9827072	9826996	9827148	+
chr3	IL17RC	9918499	9918598	9918499	9918609	+
chr3	IL17RC	9923880	9924020	9923880	9924137	+
chr3	IL17RC	9917073	9917420	9917073	9917633	+
chr3	IL17RC	9917863	9918075	9917863	9918111	+
chr3	CRELD1	9940849	9941016	9940849	9941026	+
chr3	CRELD1	9943076	9943153	9943076	9943172	+
chr3	CRELD1	9933815	9933852	9933815	9933920	+
chr3	CRELD1	9937561	9937672	9937561	9937710	+
chr3	FANCD2	10026413	10026473	10026413	10026626	+
chr3	TATDN2	10278884	10279034	10278884	10279063	+
chr3	GHRLOS	10287944	10288102	10287944	10288106	+
chr3	SLC6A1	11017058	11017259	11017058	11017449	+
chr3	SLC6A1	11011658	11014184	11011658	11014874	+
chr3	SLC6A1	11015446	11015733	11015446	11015790	+
chr3	ATG7	11272308	11272430	11272308	11272709	+
chr3	TSEN2	12484431	12484517	12484431	12484880	+
chr3	TSEN2	12484479	12484628	12484479	12484880	+
chr3	TSEN2	12484431	12484517	12484431	12484628	+
chr3	MKRN2	12568874	12568997	12568874	12569003	+
chr3	MKRN2	12572068	12572109	12572068	12572373	+
chr3	MKRN2	12570070	12570252	12570070	12570484	+
chr3	MKRN2	12570070	12570484	12570070	12570583	+
chr3	MKRN2	12557268	12557525	12557268	12557876	+
chr3	HDAC11	13480214	13480349	13480214	13480446	+
chr3	XPC-AS1	14145321	14145456	14145321	14145683	+
chr3	XPC-AS1	14145321	14145456	14145321	14145683	+
chr3	XPC-AS1	14145321	14145683	14145321	14145964	+
chr3	XPC-AS1	14145321	14145456	14145321	14145964	+
chr3	XPC-AS1	14145321	14145456	14145321	14145683	+
chr3	SH3BP5-AS1	15258227	15260582	15258227	15260884	+
chr3	SH3BP5-AS1	15254183	15257606	15254183	15258183	+
chr3	BTD	15601340	15601647	15601340	15601770	+
chr3	BTD	15601369	15601770	15601369	15601894	+
chr3	BTD	15601369	15601770	15601369	15601894	+
chr3	BTD	15601369	15601770	15601369	15601894	+
chr3	BTD	15601735	15601894	15601735	15602310	+
chr3	BTD	15601369	15601770	15601369	15602310	+
chr3	GALNT15	16195759	16195926	16195759	16195957	+
chr3	LINC00690	16536271	16536432	16536271	16536494	+
chr3	LINC00690	16536271	16536432	16536271	16536494	+
chr3	LINC00690	16536271	16536432	16536271	16536666	+
chr3	LINC00690	16536271	16536494	16536271	16536666	+
chr3	SATB1-AS1	18527171	18527246	18527171	18527326	+
chr3	SATB1-AS1	18527171	18527246	18527171	18527326	+
chr3	SATB1-AS1	18529980	18530185	18529980	18530326	+
chr3	RAB5A	19947096	19947521	19947096	19947863	+
chr3	SGO1-AS1	20186354	20186474	20186354	20186658	+
chr3	RPL15	23916803	23917173	23916803	23917239	+
chr3	RPL15	23916803	23917173	23916803	23917295	+
chr3	RPL15	23917131	23917239	23917131	23917295	+
chr3	RARB	25428262	25428531	25428262	25428888	+
chr3	LINC01980	27826057	27826164	27826057	27826211	+
chr3	LINC01980	27802113	27802218	27802113	27802370	+
chr3	LINC01980	27841727	27841823	27841727	27841925	+
chr3	CMC1	28241583	28241812	28241583	28241901	+
chr3	GPD1L	32106611	32106758	32106611	32106817	+
chr3	CNOT10	32703790	32703897	32703790	32703962	+
chr3	FBXL2	33378684	33378741	33378684	33378834	+
chr3	LINC01811	34409260	34409349	34409260	34409361	+
chr3	ARPP21	35642164	35642408	35642164	35642431	+
chr3	ARPP21	35679619	35679692	35679619	35679701	+
chr3	ARPP21	35717297	35717357	35717297	35717361	+
chr3	ARPP21	35721604	35721834	35721604	35721837	+
chr3	MLH1	37000954	37001048	37000954	37001053	+
chr3	MLH1	36993349	36993663	36993349	36993890	+
chr3	MLH1	36993784	36994903	36993784	36994953	+
chr3	MLH1	36993523	36993890	36993523	36994037	+
chr3	GOLGA4	37289234	37289289	37289234	37289291	+
chr3	MYD88	38140387	38140549	38140387	38140568	+
chr3	MYD88	38140387	38140568	38140387	38140592	+
chr3	MYD88	38140387	38140549	38140387	38140592	+
chr3	OXSR1	38165088	38165514	38165088	38165946	+
chr3	EXOG	38497628	38497684	38497628	38497778	+
chr3	EXOG	38496737	38497689	38496737	38497778	+
chr3	EXOG	38497628	38497684	38497628	38497778	+
chr3	TTC21A	39118068	39118153	39118068	39118177	+
chr3	TTC21A	39137194	39137253	39137194	39137387	+
chr3	TTC21A	39110028	39110139	39110028	39110233	+
chr3	SLC25A38	39390422	39390459	39390422	39390507	+
chr3	RPSA	39406715	39406764	39406715	39406834	+
chr3	RPSA	39408203	39408724	39408203	39408739	+
chr3	RPSA	39406715	39406764	39406715	39407082	+
chr3	RPSA	39406718	39406834	39406718	39407082	+
chr3	MOBP	39502462	39502876	39502462	39502914	+
chr3	ENTPD3	40387183	40387261	40387183	40387391	+
chr3	RPL14	40457291	40457363	40457291	40457474	+
chr3	RPL14	40457338	40457474	40457338	40457747	+
chr3	ZNF620	40505991	40506125	40505991	40506138	+
chr3	ZNF621	40524877	40525038	40524877	40525274	+
chr3	CTNNB1	41199388	41199622	41199388	41199670	+
chr3	CTNNB1	41223991	41224753	41223991	41224759	+
chr3	CTNNB1	41199388	41199670	41199388	41199742	+
chr3	CTNNB1	41199469	41199622	41199469	41199742	+
chr3	CTNNB1	41199620	41199742	41199620	41199807	+
chr3	VIPR1	42530778	42530912	42530778	42530932	+
chr3	CCDC13-AS1	42742925	42743066	42742925	42743272	+
chr3	ZNF662	42906141	42906168	42906141	42906441	+
chr3	GASK1A	42979266	42979364	42979266	42979645	+
chr3	ZKSCAN7	44555192	44555481	44555192	44555518	+
chr3	ZNF35	44648731	44648811	44648731	44648834	+
chr3	ZNF35	44648731	44648811	44648731	44648834	+
chr3	ZNF502	44712642	44712740	44712642	44712744	+
chr3	ZNF501	44729595	44729722	44729595	44730015	+
chr3	EXOSC7	44975240	44975476	44975240	44975507	+
chr3	SACM1L	45689185	45689497	45689185	45690387	+
chr3	SACM1L	45689185	45689545	45689185	45690387	+
chr3	SACM1L	45689240	45689497	45689240	45689545	+
chr3	CCR3	46263389	46264446	46263389	46264455	+
