chrom	gene	exon1Start	exon1End	exon2Start	exon2End	strand
chr3	GSK3B	119880244	119880510	119900557	119900613	-
chr3	GSK3B	119882636	119882834	119900557	119900613	-
chr3	GSK3B	119876412	119876508	119905754	119905852	-
chr3	GSK3B	119880244	119880498	119882636	119882834	-
chr3	GSK3B	119880244	119880510	119882636	119882834	-
chr3	GSK3B	119976484	119976545	119981956	119982125	-
chr3	GSK3B	119976484	119976545	120000551	120000723	-
chr3	GSK3B	119981956	119982125	120000551	120000723	-
chr3	HGD	120644318	120644443	120644597	120644619	-
chr3	RABL3	120694152	120694224	120698422	120698573	-
chr3	HCLS1	121637145	121637256	121642926	121642981	-
chr3	PARP9	122558328	122558401	122558433	122558467	-
chr3	ITGB5	124809021	124809156	124817620	124817710	-
chr3	LINC02614	125848229	125848447	125873740	125873845	-
chr3	SLC41A3	126033606	126033678	126050897	126051050	-
chr3	SLC41A3	126056357	126056513	126067485	126067586	-
chr3	TPRA1	127575402	127575505	127575748	127575809	-
chr3	MGLL	127694974	127695190	127710575	127710665	-
chr3	PIK3CB	138704442	138704493	138707158	138707289	-
chr3	NMNAT3	139578871	139579055	139627615	139627764	-
chr3	AC010181.1	140453218	140453280	140454275	140454418	-
chr3	TFDP2	141995019	141995141	142005440	142005544	-
chr3	TFDP2	142054114	142054149	142101734	142101841	-
chr3	TFDP2	142005440	142005544	142093060	142093127	-
chr3	SLC9A9	143796825	143796903	143832018	143832221	-
chr3	PLSCR4	146223732	146223777	146250556	146250637	-
chr3	PLSCR1	146537995	146538044	146541133	146541180	-
chr3	AC011317.1	150736763	150737022	150737299	150737513	-
chr3	CLRN1	150943819	150943991	150945528	150945679	-
chr3	ARHGEF26-AS1	154060013	154060062	154108668	154108785	-
chr3	ARHGEF26-AS1	154108668	154108785	154119685	154119808	-
chr3	ARHGEF26-AS1	154060013	154060062	154119685	154119808	-
chr3	ARHGEF26-AS1	154108668	154108785	154119685	154119783	-
chr3	ARHGEF26-AS1	154060013	154060062	154119685	154119783	-
chr3	SLC33A1	155833856	155834041	155842431	155842619	-
chr3	VEPH1	157499394	157499675	157505277	157505409	-
chr3	IL12A-AS1	159997843	159998105	160009111	160009257	-
chr3	B3GALNT1	161089943	161090062	161101138	161101233	-
chr3	B3GALNT1	161089943	161090066	161101138	161101233	-
chr3	LINC01192	163202081	163202249	163203417	163203515	-
chr3	LINC01192	163249264	163249374	163275195	163275319	-
chr3	LINC01192	163220100	163220187	163249264	163249381	-
chr3	LINC01192	163220100	163220187	163275195	163275319	-
chr3	LINC01192	163220100	163220187	163249264	163249374	-
chr3	LINC01192	163203417	163203515	163207642	163207757	-
chr3	LINC01192	163202081	163202249	163207642	163207757	-
chr3	ZBBX	167248607	167248649	167252125	167252211	-
chr3	ZBBX	167373705	167373787	167379637	167379792	-
chr3	PDCD10	167725400	167725473	167734213	167734345	-
chr3	PDCD10	167725400	167725473	167734213	167734246	-
chr3	PDCD10	167725400	167725473	167734213	167734350	-
chr3	SLC2A2	171009957	171010082	171014468	171014731	-
chr3	TBL1XR1	177079826	177079945	177098465	177098541	-
chr3	TBL1XR1	177098465	177098541	177110808	177110887	-
chr3	TBL1XR1	177079826	177079945	177110808	177110887	-
chr3	TBL1XR1	177064919	177065022	177098465	177098541	-
chr3	TBL1XR1	177064919	177065022	177098465	177098541	-
chr3	TBL1XR1	177064919	177065022	177079826	177079945	-
chr3	TBL1XR1	177079826	177079945	177086964	177087041	-
chr3	TBL1XR1	177131362	177131449	177160870	177160988	-
chr3	TBL1XR1	177053772	177053918	177064919	177065022	-
chr3	TBL1XR1	177079826	177079945	177091150	177091180	-
chr3	TBL1XR1	177086964	177087041	177091150	177091180	-
chr3	KCNMB2-AS1	178757079	178757133	178841544	178841616	-
chr3	PEX5L	179900669	179900735	179971593	179971665	-
chr3	PEX5L	179898141	179898246	179971593	179971665	-
chr3	DCUN1D1	182980834	182980935	182985503	182985622	-
chr3	MCCC1	183072365	183072487	183086692	183086788	-
chr3	CLCN2	184346934	184347021	184352012	184352117	-
chr3	AC068631.1	186651809	186651871	186666967	186667261	-
chr3	AC068631.1	186721219	186721344	186736538	186736650	-
chr3	AC068631.1	186721219	186721416	186736538	186736650	-
chr3	AC068631.1	186734712	186734834	186736538	186736650	-
chr3	AC068631.1	186666967	186667261	186714739	186714858	-
chr3	AC068631.1	186714447	186714539	186714739	186714858	-
chr3	AC068631.1	186666967	186667261	186714447	186714539	-
chr3	AC068631.1	186668911	186669043	186714447	186714539	-
chr3	AC068631.1	186721219	186721344	186734712	186734834	-
chr3	AC068631.1	186721219	186721416	186734712	186734834	-
chr3	AC068631.1	186736746	186736883	186742072	186742249	-
chr3	FGF12	192360427	192360538	192727180	192727323	-
chr3	LINC02028	194048912	194049371	194052359	194052442	-
chr3	LINC02028	194015550	194015635	194023106	194023207	-
chr3	LINC02028	194048912	194049371	194052359	194052442	-
chr3	LINC02028	194043743	194043855	194046469	194046679	-
chr3	LINC02028	194057636	194057815	194058059	194058147	-
chr3	LINC02028	194057632	194057815	194058059	194058147	-
chr3	PPP1R2	195523691	195523786	195524818	195524896	-
chr3	APOD	195582616	195582739	195583066	195583202	-
chr3	TFRC	196073929	196074125	196075158	196075360	-
chr3	ZDHHC19	196198275	196198451	196198451	196198590	-
chr3	DLG1	197075836	197075870	197076585	197076685	-
chr3	DLG1	197155668	197155763	197161639	197161738	-
chr3	DLG1	197076585	197076685	197081050	197081117	-
chr3	DLG1	197068501	197068537	197069218	197069260	-
chr3	DLG1	197075836	197075870	197076585	197076682	-
chr3	DLG1	197069218	197069260	197075836	197075870	-
chr3	DLG1	197075836	197075870	197076585	197076685	-
chr3	DLG1	197142717	197142768	197149742	197149796	-
chr3	BDH1	197546360	197546486	197554561	197554713	-
chr3	BDH1	197554561	197554713	197555341	197555507	-
chr3	RUBCN	197696953	197697049	197699186	197699231	-
chr4	GAK	904636	904779	913606	913668	-
chr4	SLBP	1703595	1703700	1711873	1711990	-
chr4	NELFA	1991543	1991715	2006997	2007199	-
chr4	NELFA	1991543	1991730	2006997	2007199	-
chr4	NELFA	2006997	2007199	2007971	2008046	-
chr4	RAB28	13369870	13369965	13371794	13371867	-
chr4	LDB2	16674199	16674319	16752406	16752458	-
chr4	LCORL	17866998	17867025	17873387	17878213	-
chr4	LCORL	17886067	17886161	17909093	17909345	-
chr4	KCNIP4	20882607	20882709	21762920	21763032	-
chr4	TLR10	38775774	38775963	38776109	38776426	-
chr4	SMIM14	39556427	39556570	39572414	39572463	-
chr4	APBB2	41033235	41033304	41065575	41065673	-
chr4	ATP8A1	42590810	42590884	42594288	42594362	-
chr4	AC114757.1	43981597	43981647	43993012	43993112	-
chr4	GNPDA2	44718308	44718410	44722083	44722242	-
chr4	GABRA2	46303459	46303612	46310172	46310255	-
chr4	COX7B2	46876638	46876737	46903875	46904014	-
chr4	FRYL	48684672	48684795	48710518	48710698	-
chr4	SRD5A3-AS1	55377606	55377770	55382506	55382562	-
chr4	SRD5A3-AS1	55377606	55377836	55380795	55380879	-
chr4	SRD5A3-AS1	55377606	55377770	55380795	55380879	-
chr4	SRD5A3-AS1	55382506	55382642	55383291	55383433	-
chr4	SRD5A3-AS1	55382506	55382562	55383291	55383433	-
chr4	SRD5A3-AS1	55380795	55380879	55382506	55382562	-
chr4	SRD5A3-AS1	55382506	55382562	55383764	55383882	-
chr4	NMU	55605274	55605349	55607297	55607348	-
chr4	NMU	55605274	55605349	55607436	55607466	-
chr4	AASDH	56382476	56382597	56384069	56384341	-
chr4	AASDH	56378147	56378464	56382476	56382597	-
chr4	HOPX	56657774	56657899	56676498	56676566	-
chr4	SPINK2	56816710	56816714	56820535	56820579	-
chr4	ADGRL3-AS1	62081971	62082052	62118061	62118102	-
chr4	LINC02232	64939955	64940036	64977488	64977629	-
chr4	TMPRSS11BNL	68191406	68191524	68206034	68206097	-
chr4	UGT2A1	69635690	69635822	69638898	69639528	-
chr4	JCHAIN	70664101	70664149	70665859	70665886	-
chr4	GC	71746150	71746205	71752517	71752650	-
chr4	G3BP2	75657556	75657730	75658842	75658924	-
chr4	G3BP2	75722196	75722244	75724055	75724176	-
chr4	G3BP2	75722196	75722247	75724055	75724176	-
chr4	G3BP2	75694797	75694929	75720876	75720969	-
chr4	G3BP2	75694797	75694929	75724055	75724176	-
chr4	G3BP2	75720876	75720969	75724055	75724176	-
chr4	G3BP2	75662212	75662520	75662689	75662841	-
chr4	G3BP2	75662212	75662525	75662765	75662841	-
chr4	G3BP2	75661930	75662049	75724055	75724176	-
chr4	G3BP2	75657556	75657730	75657800	75657893	-
chr4	G3BP2	75694797	75695073	75713125	75713336	-
chr4	G3BP2	75694792	75694929	75713125	75713336	-
chr4	G3BP2	75694797	75694929	75713125	75713336	-
chr4	NUP54	76136185	76136412	76144148	76144292	-
chr4	NUP54	76145982	76146129	76147478	76147640	-
chr4	NUP54	76145554	76145577	76145982	76146129	-
chr4	SCARB2	76175790	76175910	76176436	76176528	-
chr4	PAQR3	78933075	78933231	78935120	78935283	-
chr4	PAQR3	78933075	78933231	78935120	78935176	-
chr4	RASGEF1B	81521411	81521545	81602838	81602922	-
chr4	SEC31A	82861630	82861708	82862533	82862572	-
chr4	SEC31A	82880798	82880922	82881857	82881940	-
chr4	THAP9-AS1	82897988	82898062	82899712	82899737	-
chr4	LIN54	82946257	82946474	82970326	82970469	-
chr4	HPSE	83310721	83310890	83313113	83313287	-
chr4	WDFY3	84879405	84879494	84896910	84897010	-
chr4	MAPK10	86089205	86089277	86098523	86098595	-
chr4	MAPK10	86194308	86194335	86194335	86194407	-
chr4	MAPK10	86277049	86277223	86354529	86354644	-
chr4	MAPK10	86277049	86277223	86354529	86354644	-
chr4	MAPK10	86335075	86335156	86354529	86354644	-
chr4	MAPK10	86399746	86399806	86453029	86453181	-
chr4	MAPK10	86370713	86370867	86453029	86453181	-
chr4	MAPK10	86277049	86277223	86321843	86322029	-
chr4	MAPK10	86308661	86308754	86321843	86322029	-
chr4	MAPK10	86335075	86335156	86354529	86354644	-
chr4	MAPK10	86370713	86370867	86399746	86399806	-
chr4	MAPK10	86194335	86194407	86354529	86354644	-
chr4	MAPK10	86194318	86194407	86354529	86354644	-
chr4	MAPK10	86194308	86194407	86354529	86354644	-
chr4	MAPK10	86159297	86159467	86194308	86194407	-
chr4	MAPK10	86399746	86399806	86429677	86429805	-
chr4	MAPK10	86370713	86370867	86429677	86429805	-
chr4	MAPK10	86159297	86159467	86194335	86194407	-
chr4	MAPK10	86321843	86322029	86335075	86335156	-
chr4	MAPK10	86277049	86277223	86335075	86335156	-
chr4	MAPK10	86308661	86308754	86335075	86335156	-
chr4	MAPK10	86321843	86322029	86340338	86340423	-
chr4	MAPK10	86277049	86277223	86340338	86340423	-
chr4	MAPK10	86335075	86335156	86340338	86340423	-
chr4	MAPK10	86308661	86308754	86340338	86340423	-
chr4	MAPK10	86194308	86194407	86354529	86354644	-
chr4	MAPK10	86194335	86194407	86354529	86354644	-
chr4	MAPK10	86354529	86354644	86453029	86453181	-
chr4	MAPK10	86321843	86322029	86352164	86352224	-
chr4	MAPK10	86277049	86277223	86352164	86352224	-
chr4	MAPK10	86335075	86335156	86352164	86352224	-
chr4	MAPK10	86340338	86340423	86352164	86352224	-
chr4	MAPK10	86308661	86308754	86352164	86352224	-
chr4	MAPK10	86089205	86089277	86101051	86101217	-
chr4	MAPK10	86370713	86370867	86399746	86399806	-
chr4	MAPK10	86354529	86354644	86429677	86429805	-
chr4	MAPK10	86277049	86277223	86429677	86429805	-
chr4	MAPK10	86399746	86399806	86429677	86429805	-
chr4	MAPK10	86335075	86335156	86429677	86429805	-
chr4	MAPK10	86151990	86152196	86152462	86152629	-
chr4	MAPK10	86151990	86152144	86152462	86152629	-
chr4	MAPK10	86089205	86089277	86098523	86099285	-
chr4	MAPK10	86194335	86194407	86332542	86332727	-
chr4	MAPK10	86194308	86194407	86332542	86332727	-
chr4	MAPK10	86194318	86194407	86332542	86332727	-
chr4	MAPK10	86194308	86194335	86332542	86332727	-
chr4	MAPK10	86354529	86354644	86399746	86399806	-
chr4	MAPK10	86277049	86277223	86399746	86399806	-
chr4	MAPK10	86335075	86335156	86399746	86399806	-
chr4	MAPK10	86356461	86356519	86358207	86358312	-
chr4	MAPK10	86277049	86277223	86335075	86335156	-
chr4	MAPK10	86277049	86277223	86308661	86308754	-
chr4	SPARCL1	87504821	87504923	87528125	87528233	-
chr4	SPARCL1	87504821	87504923	87528554	87528614	-
chr4	SPARCL1	87528125	87528233	87528554	87528614	-
chr4	DNAJB14	99924759	99924815	99927716	99927838	-
chr4	MANBA	102726588	102726683	102734382	102734571	-
chr4	BDH2	103097635	103097754	103098643	103098802	-
chr4	INTS12	105702885	105703023	105703647	105703809	-
chr4	INTS12	105703647	105703809	105707918	105708162	-
chr4	INTS12	105702885	105703023	105707918	105708162	-
chr4	ETNPPL	108759748	108759908	108760187	108760306	-
chr4	COL25A1	108819251	108819329	108819811	108819898	-
chr4	COL25A1	108941365	108941437	108942208	108942268	-
chr4	ZGRF1	112628620	112628851	112629758	112630015	-
chr4	CAMK2D	113547643	113547716	113548656	113548729	-
chr4	CAMK2D	113502935	113502977	113508235	113508268	-
chr4	CETN4P	122730819	122731683	122732051	122732193	-
chr4	AC093772.1	127415075	127415162	127457601	127457672	-
chr4	MFSD8	127942044	127942158	127943751	127943992	-
chr4	MFSD8	127938782	127938838	127939852	127939997	-
chr4	MFSD8	127938782	127938838	127939852	127939997	-
chr4	MFSD8	127938782	127938836	127939852	127939997	-
chr4	MFSD8	127939852	127939997	127942044	127942158	-
chr4	MFSD8	127938782	127938838	127942044	127942158	-
chr4	MFSD8	127939852	127939997	127942044	127942158	-
chr4	MFSD8	127943751	127943992	127949803	127949847	-
chr4	AC105383.1	133140469	133140511	133140585	133140659	-
chr4	AC105383.1	133140469	133140511	133140585	133140656	-
chr4	AC105383.1	133097639	133097724	133110785	133110910	-
chr4	LINC02511	136813649	136813731	136916174	136916226	-
chr4	LINC00616	138095283	138095420	138098158	138098272	-
chr4	LINC00616	138095283	138095420	138097968	138098272	-
chr4	LINC00616	138048379	138048606	138090942	138091039	-
chr4	NDUFC1	139296331	139296367	139297384	139297443	-
chr4	AC097376.3	139415936	139416012	139452356	139452497	-
chr4	MGAT4D	140474812	140474946	140482326	140482485	-
chr4	INPP4B	142347373	142347556	142383961	142384116	-
chr4	INPP4B	142467956	142468055	142660776	142660896	-
chr4	GYPE	143873356	143873475	143876745	143876855	-
chr4	GYPB	144002570	144002694	144016801	144016884	-
chr4	GYPB	144008391	144008449	144016801	144016884	-
chr4	GYPB	144002570	144002694	144008391	144008449	-
chr4	GYPB	143997539	143997634	143999410	143999449	-
chr4	GYPA	144122871	144122989	144127877	144128035	-
chr4	GYPA	144127877	144128035	144138160	144138340	-
chr4	GYPA	144122871	144122989	144138160	144138340	-
chr4	GYPA	144127877	144128035	144138160	144138243	-
chr4	GYPA	144122871	144122989	144138160	144138243	-
chr4	GYPA	144118713	144118752	144119685	144119781	-
chr4	GYPA	144118713	144118752	144120489	144120588	-
chr4	GYPA	144119685	144119781	144120489	144120588	-
chr4	ZNF827	145763089	145763122	145763401	145763468	-
chr4	ZNF827	145763089	145763117	145763401	145763468	-
chr4	TTC29	146942583	146942684	146944096	146944350	-
chr4	RNF175	153728206	153728361	153748644	153748786	-
chr4	SPOCK3	167000348	167000463	167062491	167062537	-
chr4	SPOCK3	167062641	167062650	167083237	167083246	-
chr4	SPOCK3	167083237	167083246	167119793	167119874	-
chr4	SPOCK3	167062641	167062650	167119793	167119874	-
chr4	SPOCK3	166889129	166889244	167062491	167062537	-
chr4	SPOCK3	166912619	166912743	167000348	167000463	-
chr4	HPGD	174517970	174518077	174521943	174522067	-
chr4	GPM6A	175812190	175812249	175961236	175961341	-
chr4	GPM6A	175891462	175891690	175906652	175906851	-
chr4	DCTD	182916418	182916539	182916722	182916857	-
chr4	RWDD4	183651217	183651323	183655880	183655961	-
chr4	ACSL1	184770254	184770332	184770398	184770476	-
chr4	LINC01093	184897669	184897746	184898620	184898769	-
chr4	LINC01093	184897669	184897746	184898646	184898769	-
chr4	LINC01093	184897334	184897567	184898620	184898769	-
chr4	LINC01093	184897334	184897588	184898620	184898769	-
chr4	LINC01093	184897347	184897588	184898620	184898769	-
chr4	LINC01093	184897347	184897567	184898620	184898769	-
chr4	LINC01093	184897334	184897749	184898620	184898769	-
chr4	LINC01093	184897669	184897749	184898620	184898769	-
chr4	LINC01093	184897334	184897746	184898620	184898769	-
chr4	LINC01093	184897334	184897567	184897669	184897749	-
chr4	LINC01093	184897334	184897588	184897669	184897749	-
chr4	LINC01093	184897347	184897588	184897669	184897749	-
chr4	LINC01093	184897347	184897567	184897669	184897749	-
chr4	CCDC110	185452220	185452373	185457161	185457329	-
chr4	PDLIM3	185513556	185514337	185514702	185514890	-
chr4	PDLIM3	185514269	185514337	185514702	185514890	-
chr4	PDLIM3	185523361	185523446	185525019	185525171	-
chr4	SORBS2	185638078	185638162	185638876	185639035	-
chr4	SORBS2	185684753	185684846	185690561	185690611	-
chr4	SORBS2	185684753	185684846	185690561	185690611	-
chr4	SORBS2	185684753	185684846	185733997	185734154	-
chr4	SORBS2	185690561	185690611	185733997	185734154	-
chr4	SORBS2	185684753	185684846	185734098	185734154	-
chr4	SORBS2	185690561	185690611	185734098	185734154	-
chr4	SORBS2	185684753	185684846	185775059	185775111	-
chr4	SORBS2	185690561	185690611	185775059	185775111	-
chr4	SORBS2	185733997	185734154	185775059	185775111	-
chr4	SORBS2	185734098	185734154	185775059	185775111	-
chr4	SORBS2	185690561	185690611	185734098	185734154	-
chr4	SORBS2	185684753	185684846	185690561	185690611	-
chr4	FAT1	186590367	186590403	186590504	186590695	-
chr4	LINC02492	187558076	187558264	187582420	187582530	-
chr4	LINC02492	187558180	187558264	187582420	187582530	-
chr4	LINC02492	187558076	187558264	187582420	187582530	-
chr4	LINC02492	187533351	187533609	187555060	187555144	-
chr4	TMEM175	947708	947892	948115	948154	+
chr4	MAEA	1322380	1322503	1327626	1327703	+
chr4	MAEA	1315396	1315600	1322380	1322503	+
chr4	FGFR3	1802913	1803064	1803691	1803836	+
chr4	RNF4	2470986	2471109	2490336	2490502	+
chr4	RNF4	2490336	2490502	2497006	2497121	+
chr4	RNF4	2470986	2471109	2490336	2490411	+
chr4	RNF4	2497006	2497121	2500658	2500738	+
chr4	FAM193A	2708145	2708268	2715321	2715493	+
chr4	ADD1	2926284	2926316	2926641	2926675	+
chr4	ADD1	2926284	2926316	2926638	2926675	+
chr4	ADD1	2867971	2868129	2873014	2873135	+
chr4	LINC00955	3587874	3588050	3588050	3588187	+
chr4	STK32B	5416844	5416934	5446672	5446776	+
chr4	GPR78	8560564	8560633	8572732	8572849	+
chr4	AC005699.1	11740796	11740939	11763458	11763501	+
chr4	AC005699.1	11740796	11740939	11768727	11768810	+
chr4	AC005699.1	11763458	11763501	11768727	11768810	+
chr4	AC005699.1	11773592	11773664	11778185	11778535	+
chr4	AC005699.1	11773592	11773664	11776279	11776344	+
chr4	AC005699.1	11770611	11770688	11776279	11776344	+
chr4	AC005699.1	11770611	11770688	11773592	11773664	+
chr4	AC005699.1	11740796	11740939	11763458	11763501	+
chr4	LINC02270	12230859	12230984	12243051	12243178	+
chr4	SLIT2	20489942	20489954	20490802	20490814	+
chr4	PACRGL	20716106	20716248	20724807	20724888	+
chr4	PACRGL	20702140	20702221	20702650	20702740	+
chr4	PACRGL	20707802	20707870	20709682	20709773	+
chr4	AC097512.1	23004836	23004928	23032831	23032868	+
chr4	AC097512.1	22999584	22999712	23003149	23003243	+
chr4	AC097512.1	23032831	23032868	23038003	23038097	+
chr4	AC097512.1	23004836	23004928	23038003	23038097	+
chr4	AC097512.1	23003149	23003243	23083696	23083788	+
chr4	RBPJ	26429897	26430053	26430418	26430522	+
chr4	STIM2	27019399	27021068	27021493	27021612	+
chr4	STIM2	27021000	27021068	27021493	27021612	+
chr4	LINC02364	29008673	29008747	29012714	29012792	+
chr4	LINC02501	31509138	31509309	31522290	31522439	+
chr4	AC016687.2	33890305	33890367	33892135	33892245	+
chr4	TBC1D1	38051898	38052060	38053105	38053225	+
chr4	WDR19	39185725	39185817	39186538	39186604	+
chr4	LIAS	39463524	39463605	39467517	39467646	+
chr4	LIAS	39465284	39465342	39466016	39466117	+
chr4	RHOH	40200511	40200565	40235176	40235358	+
chr4	RHOH	40212663	40212791	40235176	40235358	+
chr4	RHOH	40218146	40218298	40235176	40235358	+
chr4	RHOH	40200511	40200565	40235192	40235358	+
chr4	RHOH	40212663	40212791	40235192	40235358	+
chr4	RHOH	40218146	40218298	40235192	40235358	+
chr4	RHOH	40200511	40200565	40212663	40212791	+
chr4	RHOH	40200511	40200565	40218146	40218298	+
chr4	RHOH	40212663	40212791	40218146	40218298	+
chr4	LIMCH1	41494535	41494606	41524408	41524478	+
chr4	TMEM33	41939195	41939383	41939720	41939828	+
chr4	AC107068.2	47875205	47875331	47882241	47882345	+
chr4	AC107068.2	47875176	47875331	47882241	47882345	+
chr4	DCUN1D4	51848204	51848367	51860542	51860663	+
chr4	DCUN1D4	51905188	51905320	51908919	51908975	+
chr4	DCUN1D4	51899269	51899378	51911069	51911174	+
chr4	LINC02429	59013557	59013625	59026111	59026262	+
chr4	ADGRL3	62063504	62063633	62068165	62068217	+
chr4	UBA6-AS1	68077278	68077421	68077462	68077630	+
chr4	ALB	73405115	73405173	73406628	73406761	+
chr4	MTHFD2L	74143392	74143467	74160054	74160088	+
chr4	ODAPH	75556540	75556584	75563209	75563345	+
chr4	FAM47E-STBD1	76278068	76278224	76289901	76290060	+
chr4	LINC01094	78662917	78663011	78673342	78673414	+
chr4	LINC01094	78662917	78662972	78673342	78673414	+
chr4	LINC01094	78649600	78649709	78662917	78663011	+
chr4	LINC01094	78649600	78649709	78662917	78663011	+
chr4	CFAP299	80608332	80608383	80639717	80639835	+
chr4	VAMP9P	82285512	82285619	82290503	82290574	+
chr4	MRPS18C	83458345	83458429	83459739	83459797	+
chr4	WDFY3-AS2	84969724	84969876	85000690	85000765	+
chr4	WDFY3-AS2	84969775	84969876	85000690	85000765	+
chr4	WDFY3-AS2	85000690	85000765	85002537	85002737	+
chr4	MEPE	87839684	87839777	87839926	87840032	+
chr4	MEPE	87839684	87839777	87839926	87840054	+
chr4	SPP1	87980045	87980126	87980392	87980434	+
chr4	RAP1GDS1	98343138	98343261	98352475	98352601	+
chr4	RAP1GDS1	98343138	98343261	98352475	98352601	+
chr4	RAP1GDS1	98352475	98352601	98391951	98392080	+
chr4	RAP1GDS1	98352475	98352601	98379016	98379163	+
chr4	METAP1	99036042	99036089	99037766	99037941	+
chr4	MTTP	99570703	99570865	99574808	99574970	+
chr4	LINC02428	103343091	103343235	103425054	103425185	+
chr4	LINC02428	103437717	103437842	103438706	103438763	+
chr4	LINC02428	103437717	103437842	103438706	103438763	+
chr4	CXXC4-AS1	104642858	104642923	104643010	104643139	+
chr4	HADH	108027938	108028069	108032326	108032377	+
chr4	HADH	108028860	108028869	108032326	108032377	+
chr4	HADH	108027938	108028069	108028860	108028869	+
chr4	ANK2	113348275	113348308	113350227	113350249	+
chr4	ANK2	113373089	113373173	113374763	113374946	+
chr4	ANK2	113374763	113374946	113378089	113378181	+
chr4	ANK2	113374731	113374946	113378089	113378181	+
chr4	LINC01378	117428693	117428767	117620855	117620992	+
chr4	LINC01378	117428696	117428767	117620855	117620992	+
chr4	LINC01378	117586980	117587050	117620855	117620992	+
chr4	LINC01091	123708573	123708677	123825993	123826173	+
chr4	LINC01091	123854034	123854107	123910393	123910504	+
chr4	ABHD18	127989720	127989821	128001715	128001760	+
chr4	LINC02465	129865077	129865109	129900537	129900654	+
chr4	LINC02465	129812001	129812065	129825339	129825452	+
chr4	LINC02465	129812661	129812760	129813673	129813785	+
chr4	LINC02465	129813673	129813785	129825339	129825452	+
chr4	LINC02465	129788911	129789224	129802991	129803115	+
chr4	LINC02462	134424642	134424731	134455293	134455524	+
chr4	LINC00499	138349717	138349850	138521555	138521698	+
chr4	LINC00499	138361295	138361402	138502011	138502121	+
chr4	AC093766.1	138795058	138795214	138800063	138800107	+
chr4	AC093766.1	138795061	138795214	138800063	138800107	+
chr4	MGST2	139678542	139678642	139695196	139695267	+
chr4	IL15	141656185	141656307	141688821	141689035	+
chr4	AC107223.1	143967087	143967179	143973109	143973251	+
chr4	DCLK2	150253473	150253556	150254425	150254438	+
chr4	FAM160A1	151454700	151454808	151482523	151482648	+
chr4	TRIM2	153281464	153281565	153291731	153291816	+
chr4	TRIM2	153290813	153290906	153291731	153291816	+
chr4	TRIM2	153290651	153290769	153291731	153291816	+
chr4	TRIM2	153281464	153281565	153290813	153290906	+
chr4	TRIM2	153290651	153290769	153290813	153290906	+
chr4	TRIM2	153222242	153223039	153237869	153237957	+
chr4	TRIM2	153281464	153281565	153290651	153290769	+
chr4	TRIM2	153222242	153223039	153237869	153237957	+
chr4	TRIM2	153222242	153222759	153237869	153237957	+
chr4	AC013477.1	153397218	153397333	153408970	153409015	+
chr4	AC097467.3	155351026	155351207	155352291	155352354	+
chr4	AC097467.3	155309003	155309076	155339780	155339873	+
chr4	AC097467.3	155309003	155309076	155329733	155329953	+
chr4	AC097467.3	155309003	155309076	155341421	155341540	+
chr4	AC097467.3	155339780	155339873	155341421	155341540	+
chr4	AC097467.3	155349380	155349457	155352291	155352354	+
chr4	AC097467.3	155361200	155361322	155362263	155362304	+
chr4	GRIA2	157361009	157361124	157361537	157361652	+
chr4	FAM198B-AS1	158172251	158172416	158176911	158177046	+
chr4	KLHL2	165228806	165228913	165238777	165238899	+
chr4	LINC01612	170278363	170278468	170278943	170279103	+
chr4	GALNT7	173297794	173297977	173298114	173298297	+
chr4	HAND2-AS1	173536847	173536970	173559096	173559201	+
chr4	HAND2-AS1	173530966	173531078	173536847	173536970	+
chr4	LINC02269	173735369	173735543	173856283	173856466	+
chr4	LINC02269	173856283	173856466	173878215	173878280	+
chr4	LINC02269	173735369	173735543	173878215	173878280	+
chr4	LINC02269	173925877	173925957	173928489	173928644	+
chr4	LINC02269	173925877	173925957	173928494	173928617	+
chr4	LINC02269	173906696	173906768	173925877	173925957	+
chr4	LINC02269	173925877	173925957	173928489	173928617	+
chr4	LINC02269	173925877	173925957	173928494	173928644	+
chr4	CEP44	174285433	174285574	174297965	174298062	+
chr4	LINC02436	185053104	185053188	185054978	185055341	+
chr4	LINC02436	185053104	185053188	185054978	185055237	+
chr4	LINC02436	185054978	185055237	185069960	185070049	+
chr4	LINC02436	185062456	185062816	185069929	185070030	+
chr4	LINC02436	185063247	185063334	185064445	185064564	+
chr4	LINC02436	185053104	185053188	185054978	185055237	+
chr4	LINC02436	185064445	185064564	185069929	185070030	+
chr4	LINC02436	185062456	185062816	185069929	185070049	+
chr4	LINC02436	185062456	185062816	185069929	185070030	+
chr4	LINC02436	185053104	185053188	185054978	185055237	+
chr4	LINC02436	185062456	185062816	185069960	185070049	+
chr4	LINC02436	185053104	185053188	185069929	185070030	+
chr4	LINC02436	185054978	185055237	185069929	185070030	+
chr4	LINC02436	185054978	185055341	185069929	185070030	+
chr4	LINC02436	185053104	185053188	185054978	185055341	+
chr4	LINC02436	185062456	185062816	185064445	185064564	+
chr4	LINC02436	185053104	185053188	185054978	185055341	+
chr4	LINC02436	185062456	185062816	185069960	185070030	+
chr4	LINC02436	185054978	185055237	185062456	185062591	+
chr4	LINC02436	185054978	185055341	185062456	185062816	+
chr4	LINC02436	185054978	185055237	185062456	185062816	+
chr4	LINC02436	185062456	185062816	185069960	185070030	+
chr4	AC097521.1	187621676	187621910	187622641	187622740	+
chr5	SDHA	250991	251043	254392	254506	+
chr5	SDHA	250991	251043	254357	254506	+
